address,transaction_count,unique_customers,total_received_usdt,avg_payment_size,median_payment_size,max_customer_share,transaction_span_days,days_active,hours_active,peak_hour_utc,estimated_region,customer_return_rate,returning_customers,first_seen,last_seen,merchant_size
tuy7nmkrgnnfqvaj3bdmvnhblkw6777777,7,7,169.4,24.2,15.07,0.143,0,2,6,8,Europe-Africa,0.0,0,2025-06-11 09:13:09-07:00,2025-06-12 08:46:27-07:00,Small
tuvec4nraxzv7dtjc8ij8ikq1sfbqfxunv,7,5,600.0,85.71,100.0,0.286,0,2,4,11,Europe-Africa,0.4,2,2025-06-11 11:35:39-07:00,2025-06-12 11:25:03-07:00,Small
tfhnz1ucpjah4dpjwh5fas371n6h6r8888,7,5,398.5,56.93,10.0,0.429,1,2,6,10,Europe-Africa,0.2,1,2025-06-11 10:02:48-07:00,2025-06-12 13:06:33-07:00,Small
tffq8a1wbzgednepafbgfjj6biqdusp6se,7,6,245.25,35.04,31.0,0.286,0,2,6,6,Asia-Pacific,0.167,1,2025-06-11 08:07:45-07:00,2025-06-12 07:11:27-07:00,Small
tuspubzenkjlrtaawz6yj6lyvsshy7m8cz,7,6,626.29,89.47,89.0,0.286,0,1,3,7,Europe-Africa,0.167,1,2025-06-12 06:51:54-07:00,2025-06-12 08:47:24-07:00,Small
turzvhaz9uu8v9rp8hsphchtxb9dfvyuuy,7,6,160.26,22.89,18.36,0.286,1,2,6,10,Europe-Africa,0.167,1,2025-06-11 08:08:12-07:00,2025-06-12 12:00:51-07:00,Small
tfmehvin8aic7d7ypnom981m26uturnzjc,7,6,173.73,24.82,21.9,0.286,0,2,7,4,Asia-Pacific,0.167,1,2025-06-11 08:42:57-07:00,2025-06-12 04:40:03-07:00,Small
tflr8ukvh1fkyujdxaspj1wjpfxd8weuz2,7,5,393.92,56.27,50.25,0.429,0,2,5,10,Europe-Africa,0.2,1,2025-06-11 10:28:15-07:00,2025-06-12 10:13:27-07:00,Small
tw7simusn3pmhw3yfckmevpahknse3hddh,7,7,438.53,62.65,51.1,0.143,0,2,5,23,Asia-Pacific,0.0,0,2025-06-11 07:48:27-07:00,2025-06-12 04:36:21-07:00,Small
tw6dswufxg9sskkyqbqxqhxfigbauxkkbo,7,6,393.0,56.14,10.0,0.286,0,2,6,4,Asia-Pacific,0.167,1,2025-06-11 16:46:00-07:00,2025-06-12 04:18:18-07:00,Small
tdrntdgfggcmuemk6hjz7vbpvpcauxgqva,7,7,292.62,41.8,37.49,0.143,1,2,7,13,Europe-Africa,0.0,0,2025-06-11 08:07:27-07:00,2025-06-12 13:08:03-07:00,Small
tdqbkuoudt3smgtdpiqlxq2dqreyfsryah,7,7,666.0,95.14,23.0,0.143,1,2,6,10,Europe-Africa,0.0,0,2025-06-11 10:18:51-07:00,2025-06-12 12:47:09-07:00,Small
tfutdydxmjy18nrnn8t7mchtjdfc49os3g,7,6,539.94,77.13,29.59,0.286,1,2,7,9,Europe-Africa,0.167,1,2025-06-11 08:51:45-07:00,2025-06-12 09:12:33-07:00,Small
tapj3rfp5svhia1wthx6hrbjaj6zjvebtp,7,6,100.05,14.29,10.51,0.286,0,2,6,3,Asia-Pacific,0.167,1,2025-06-11 08:01:18-07:00,2025-06-12 06:17:18-07:00,Small
tanumwq7gmxyh8ulnluky68dz6bpylnjpk,7,5,614.99,87.86,97.26,0.286,1,2,5,11,Europe-Africa,0.4,2,2025-06-11 10:41:39-07:00,2025-06-12 11:15:36-07:00,Small
tyslcfbcjuismzfsxltp75vd7itj7kjqpv,7,5,624.93,89.28,96.08,0.286,0,2,6,7,Europe-Africa,0.4,2,2025-06-11 09:51:57-07:00,2025-06-12 07:36:42-07:00,Small
tyqaygcoiqaxl9b5hqguuyrs6klembjetz,7,5,118.1,16.87,12.0,0.429,1,2,4,11,Europe-Africa,0.2,1,2025-06-11 07:54:12-07:00,2025-06-12 11:37:21-07:00,Small
tnstrxhbhz8jvz6mrrnjrrcfcx9ifu5dmm,7,6,238.0,34.0,28.0,0.286,0,2,5,1,Asia-Pacific,0.167,1,2025-06-11 09:00:09-07:00,2025-06-12 07:58:15-07:00,Small
tfpjh3ctykbpnk2sde1bd3gudldmnefklf,7,5,303.14,43.31,11.83,0.286,0,2,5,5,Asia-Pacific,0.4,2,2025-06-11 22:24:06-07:00,2025-06-12 11:39:51-07:00,Small
tfot9ejx9ghcpszzbj1vnakqwczfyrlzom,7,6,424.39,60.63,52.99,0.286,0,2,4,10,Europe-Africa,0.167,1,2025-06-11 18:54:51-07:00,2025-06-12 10:37:42-07:00,Small
tfstriqdivwvvaep2yamruaryrtttm7ycn,7,5,555.56,79.37,80.78,0.286,0,2,4,7,Europe-Africa,0.4,2,2025-06-11 21:57:12-07:00,2025-06-12 07:38:12-07:00,Small
tgaxckigawl8objisjtasvqs63uxhj4dkd,7,5,573.0,81.86,19.0,0.286,1,2,7,13,Europe-Africa,0.4,2,2025-06-11 10:26:36-07:00,2025-06-12 13:07:30-07:00,Small
tq4wmbbrjuctxqrowdqxfpet5t13fybjwj,7,6,566.0,80.86,57.0,0.286,1,2,4,12,Europe-Africa,0.167,1,2025-06-11 10:58:18-07:00,2025-06-12 12:54:00-07:00,Small
tq3gt671hmabh6ebouja2qw7mbpeyffw2b,7,5,510.0,72.86,25.0,0.286,0,2,5,7,Europe-Africa,0.4,2,2025-06-11 07:55:06-07:00,2025-06-12 07:29:42-07:00,Small
tq2kqdvezuceu49wqgvmqq4br9uwebqaym,7,5,420.5,60.07,60.0,0.286,0,2,4,0,Asia-Pacific,0.4,2,2025-06-11 09:03:12-07:00,2025-06-12 01:32:57-07:00,Small
tq1zbprbocsgo3runajwteuwhz59dkgw9h,7,5,128.66,18.38,14.0,0.286,0,1,2,11,Europe-Africa,0.4,2,2025-06-11 11:31:12-07:00,2025-06-11 12:16:12-07:00,Small
tpzunnxenykyje2ygz7anfqjg8gqvwtnbx,7,6,296.66,42.38,24.0,0.286,0,1,5,21,Americas,0.167,1,2025-06-11 11:56:48-07:00,2025-06-11 23:46:06-07:00,Small
tnhgdksem4hpehwhlcxjea9uycqqqqqqqq,7,7,160.0,22.86,20.0,0.143,0,2,6,20,Americas,0.0,0,2025-06-11 09:35:51-07:00,2025-06-12 06:43:24-07:00,Small
tpyfmad3u2zmogqwytakzw1skedfq7cxto,7,7,300.6,42.94,18.6,0.143,0,2,6,12,Europe-Africa,0.0,0,2025-06-11 16:41:21-07:00,2025-06-12 12:55:42-07:00,Small
tpxrh85kpszej9nn9p2tgjykb9hdba6wmz,7,6,247.45,35.35,10.0,0.286,0,2,7,11,Europe-Africa,0.167,1,2025-06-11 15:31:24-07:00,2025-06-12 11:32:12-07:00,Small
tpxj7dnkid78zmsqwx1t8yu7pwgnmzbphf,7,5,366.45,52.35,72.45,0.429,1,2,4,8,Europe-Africa,0.2,1,2025-06-11 08:56:33-07:00,2025-06-12 09:10:18-07:00,Small
tnk6nrch21cory5husz2n49lam9kaxcjob,7,6,284.6,40.66,18.0,0.286,0,2,7,6,Asia-Pacific,0.167,1,2025-06-11 09:15:00-07:00,2025-06-12 06:44:09-07:00,Small
tdpcmqaecfleamydmthpv2ibguyq1payvv,7,6,178.0,25.43,29.0,0.286,0,1,5,23,Asia-Pacific,0.167,1,2025-06-11 08:57:54-07:00,2025-06-11 23:43:33-07:00,Small
tw9zacvkrefph3sx4veu2noeltfqonvmnt,7,5,595.55,85.08,67.27,0.429,0,2,5,13,Europe-Africa,0.2,1,2025-06-11 13:21:48-07:00,2025-06-12 01:13:06-07:00,Small
tdkpctfzwpw8qgovio5qkgjcwzx9cveujd,7,6,227.28,32.47,23.8,0.286,0,2,6,4,Asia-Pacific,0.167,1,2025-06-11 08:27:33-07:00,2025-06-12 06:05:57-07:00,Small
tdjzcwz5wfviyqafhxp5zmwqnwmmrrvsqo,7,7,281.0,40.14,20.0,0.143,1,2,6,6,Asia-Pacific,0.0,0,2025-06-11 08:14:45-07:00,2025-06-12 11:12:21-07:00,Small
tdhrjf3kvbazxfzrb17sqhjc7bhjojpaq1,7,5,223.0,31.86,29.0,0.429,0,2,5,1,Asia-Pacific,0.2,1,2025-06-11 09:50:51-07:00,2025-06-12 08:14:33-07:00,Small
tawexmhdjnv6xtxm4naxumah2y1udyfqbt,7,7,189.0,27.0,30.0,0.143,1,2,6,11,Europe-Africa,0.0,0,2025-06-11 08:01:30-07:00,2025-06-12 12:55:57-07:00,Small
tb2znvwqjxmxp2nbtfbrew6teux4xey71q,7,7,547.74,78.25,31.09,0.143,0,1,1,0,Asia-Pacific,0.0,0,2025-06-12 00:12:45-07:00,2025-06-12 00:37:24-07:00,Small
tarea8bsaedhxrgpz49djhffmv8yfzbzem,7,5,570.51,81.5,82.16,0.286,1,2,5,13,Europe-Africa,0.4,2,2025-06-11 12:26:48-07:00,2025-06-12 13:34:27-07:00,Small
tynheow1vem4ajc8xzdilhgy9ni9999999,7,7,171.0,24.43,10.0,0.143,1,2,6,10,Europe-Africa,0.0,0,2025-06-11 08:24:33-07:00,2025-06-12 12:07:54-07:00,Small
tavddkxfqvrtyhwqnkwfkfjrf3gm5prg1t,7,7,552.0,78.86,30.0,0.143,0,2,4,8,Europe-Africa,0.0,0,2025-06-11 08:50:45-07:00,2025-06-12 08:06:21-07:00,Small
tnjysdlchvxwa5ecugynecwcgc88888888,7,7,246.14,35.16,30.0,0.143,1,2,4,8,Europe-Africa,0.0,0,2025-06-11 08:19:00-07:00,2025-06-12 09:39:24-07:00,Small
tnjmymvaxqdnvfmaeb6rgfbaedxim1nasy,7,7,420.0,60.0,20.0,0.143,1,2,5,14,Americas,0.0,0,2025-06-11 09:26:06-07:00,2025-06-12 10:51:42-07:00,Small
tnjl2uiarfzhv6yppxruhfjyhifcmzra6z,7,7,301.35,43.05,39.51,0.143,0,2,6,13,Europe-Africa,0.0,0,2025-06-11 08:13:03-07:00,2025-06-12 07:25:06-07:00,Small
tuj8dy9ghdylwqdsqdbrqqkd7vbn2cwqjx,7,7,670.06,95.72,77.0,0.143,1,2,4,9,Europe-Africa,0.0,0,2025-06-11 09:11:45-07:00,2025-06-12 09:58:21-07:00,Small
tuiso4hzeqiqtr6x1r15mkffe9zcbjkw6n,7,5,234.62,33.52,28.55,0.429,1,2,4,11,Europe-Africa,0.2,1,2025-06-11 11:07:06-07:00,2025-06-12 12:36:03-07:00,Small
tuii2zyoxcef7bp9xaj3bzauavdmwuafqs,7,6,626.15,89.45,60.0,0.286,0,1,7,10,Europe-Africa,0.167,1,2025-06-12 00:00:21-07:00,2025-06-12 10:21:45-07:00,Small
tgisugw9czgqw2bg697zurpgpvjgwgzv7p,7,6,261.61,37.37,31.0,0.286,1,2,5,10,Europe-Africa,0.167,1,2025-06-11 10:07:09-07:00,2025-06-12 10:33:21-07:00,Small
tgamorcr1dez8k2hc8yrd7t67oewegbtxu,7,7,298.0,42.57,30.0,0.143,0,2,7,9,Europe-Africa,0.0,0,2025-06-11 21:26:54-07:00,2025-06-12 09:17:36-07:00,Small
tga28eqhapsk1nzv24vvjjjaaafs27wbnh,7,6,476.0,68.0,62.0,0.286,1,2,3,9,Europe-Africa,0.167,1,2025-06-11 09:16:51-07:00,2025-06-12 09:53:09-07:00,Small
tg4xxqujwshkgugkmq7ywpapobunbns6sv,7,6,472.5,67.5,59.0,0.286,1,2,5,10,Europe-Africa,0.167,1,2025-06-11 10:37:45-07:00,2025-06-12 10:40:24-07:00,Small
tugdvfeelptl9hqdsb31zcgcrgqydj3pun,7,6,320.14,45.73,23.8,0.286,0,2,5,4,Asia-Pacific,0.167,1,2025-06-11 07:40:57-07:00,2025-06-12 04:40:03-07:00,Small
tuetbuxh1igacnqricugrue3bjqtknmfew,7,7,384.7,54.96,54.0,0.143,0,1,1,1,Asia-Pacific,0.0,0,2025-06-12 01:12:12-07:00,2025-06-12 01:20:54-07:00,Small
tueijagnekvblrfiq6arczjed79belx9t3,7,7,643.0,91.86,84.0,0.143,0,1,3,5,Asia-Pacific,0.0,0,2025-06-12 04:11:09-07:00,2025-06-12 06:22:30-07:00,Small
tmxpjlpgux3vjmtkd2xwyumteoqhjye4yt,7,5,677.18,96.74,101.0,0.429,0,1,4,5,Asia-Pacific,0.2,1,2025-06-12 02:54:51-07:00,2025-06-12 05:54:48-07:00,Small
tmzxrx1mqr2j1rhm3ozoiyxyhhi1wfdfap,7,6,400.7,57.24,42.0,0.286,0,2,5,5,Asia-Pacific,0.167,1,2025-06-11 22:36:48-07:00,2025-06-12 09:47:27-07:00,Small
tmzkm1aak8lljv65yetsnqq4y4ye18vd9e,7,6,311.2,44.46,19.0,0.286,1,2,7,9,Europe-Africa,0.167,1,2025-06-11 07:41:36-07:00,2025-06-12 09:19:03-07:00,Small
tgfblj8odgtlj7tasnnpthzukuwexpvsko,7,7,103.0,14.71,15.0,0.143,0,1,4,7,Europe-Africa,0.0,0,2025-06-12 00:10:48-07:00,2025-06-12 09:04:18-07:00,Small
tdmaoir3c6ukyg8ycbzjyqjadypdrnuuxt,7,6,408.0,58.29,30.0,0.286,0,1,6,21,Americas,0.167,1,2025-06-11 07:40:24-07:00,2025-06-11 22:16:39-07:00,Small
tdcyhjhztbgjvdaterwdmavmvg2b4rdmcz,7,7,344.4,49.2,24.0,0.143,0,2,6,0,Asia-Pacific,0.0,0,2025-06-11 09:58:36-07:00,2025-06-12 07:54:00-07:00,Small
tdhjfs6ncw46c3lptsactx7yyvquelbgbn,7,7,242.04,34.58,14.99,0.143,0,2,7,10,Europe-Africa,0.0,0,2025-06-11 11:37:18-07:00,2025-06-12 10:01:33-07:00,Small
tdgeppda4rnbxpg1zfmsmjs8tcf7e1azqs,7,5,104.25,14.89,16.66,0.286,0,2,5,9,Europe-Africa,0.4,2,2025-06-11 09:01:09-07:00,2025-06-12 07:05:36-07:00,Small
tgbkureuep9gh7fic7dudvbotpujipzrg9,7,7,300.0,42.86,15.0,0.143,1,2,7,10,Europe-Africa,0.0,0,2025-06-11 09:35:51-07:00,2025-06-12 10:34:57-07:00,Small
tgjd4e7dcep5slu85jhvuoyf1kkebinc2f,7,7,651.92,93.13,61.72,0.143,0,2,3,20,Americas,0.0,0,2025-06-11 08:14:15-07:00,2025-06-12 02:54:57-07:00,Small
tghv2cpgib519e5swnlhfcqyqpz8akwryk,7,5,657.0,93.86,98.0,0.429,1,2,3,10,Europe-Africa,0.2,1,2025-06-11 09:22:39-07:00,2025-06-12 10:49:15-07:00,Small
tghrkaxzm5dtb2a6w9hxcfajm1n21nd5sn,7,7,465.5,66.5,42.0,0.143,0,2,7,10,Europe-Africa,0.0,0,2025-06-11 18:01:15-07:00,2025-06-12 10:43:42-07:00,Small
tgga1hq6tpydju3tbhkkxjavujgfaf8b1f,7,5,329.92,47.13,50.13,0.429,1,2,6,9,Europe-Africa,0.2,1,2025-06-11 09:21:30-07:00,2025-06-12 13:46:36-07:00,Small
tu5qnkwuhfe4aj9znd8dbkn5ddnkan31ti,7,7,183.0,26.14,20.0,0.143,0,2,7,6,Asia-Pacific,0.0,0,2025-06-11 08:19:54-07:00,2025-06-12 06:18:06-07:00,Small
tu4aze51bwzueqsj2kmjthd8pzdky5cwus,7,7,110.09,15.73,13.19,0.143,1,2,6,10,Europe-Africa,0.0,0,2025-06-11 10:43:00-07:00,2025-06-12 11:33:18-07:00,Small
tu3sqjsipwij7maevwrmw3swahenym8odc,7,7,366.7,52.39,15.0,0.143,0,2,6,3,Asia-Pacific,0.0,0,2025-06-11 08:08:33-07:00,2025-06-12 07:04:15-07:00,Small
tu2aanzzzaeshuzyknhcincrwy1jy5jhwo,7,5,224.3,32.04,33.0,0.286,1,2,7,13,Europe-Africa,0.4,2,2025-06-11 09:19:06-07:00,2025-06-12 13:04:24-07:00,Small
tu21jbu3km2usep8ksubyz5tpruzhobzfq,7,6,481.0,68.71,49.0,0.286,1,2,4,10,Europe-Africa,0.167,1,2025-06-11 10:26:36-07:00,2025-06-12 10:44:27-07:00,Small
tgk2qu1j82ztcke5faveh9h3zt1djqzk1r,7,5,415.8,59.4,80.0,0.429,0,1,4,6,Asia-Pacific,0.2,1,2025-06-12 02:47:45-07:00,2025-06-12 12:23:42-07:00,Small
tgjqnu4fwvi8wcgpphmfn4b6cugzgqsu3r,7,5,451.0,64.43,50.0,0.286,1,2,7,12,Europe-Africa,0.4,2,2025-06-11 11:54:27-07:00,2025-06-12 12:28:09-07:00,Small
tmwh9u7evluzprsaancnq4sb77tvhvb97z,7,5,190.0,27.14,30.0,0.286,1,2,4,13,Europe-Africa,0.4,2,2025-06-11 09:38:54-07:00,2025-06-12 13:32:24-07:00,Small
tmvzotegd83x7lvlirzjaxrtjbwdwfrhyj,7,6,178.0,25.43,25.0,0.286,0,2,4,7,Europe-Africa,0.167,1,2025-06-11 08:11:39-07:00,2025-06-12 07:44:09-07:00,Small
tyfhd26cynraz8d77wxefzm5f3ckzeankx,7,6,360.0,51.43,30.0,0.286,0,2,6,2,Asia-Pacific,0.167,1,2025-06-11 20:15:30-07:00,2025-06-12 06:29:57-07:00,Small
tatnyxbj1mdm2efvbe864dfw8lczg6xbcm,7,5,674.66,96.38,98.9,0.429,0,2,6,8,Europe-Africa,0.2,1,2025-06-11 07:51:27-07:00,2025-06-12 00:46:12-07:00,Small
tawwudsovc7phbzj3vkn8fajpfudk7bvqu,7,7,392.3,56.04,33.0,0.143,0,2,7,8,Europe-Africa,0.0,0,2025-06-11 19:30:51-07:00,2025-06-12 08:36:51-07:00,Small
tawqssdxqau6dcnj7ubxv95zcaamunsvab,7,5,225.0,32.14,10.0,0.429,0,1,4,22,Asia-Pacific,0.2,1,2025-06-11 20:46:57-07:00,2025-06-11 23:56:18-07:00,Small
tawkvnqbr4zrye9o1o1jfsj6g6p9wkrezm,7,5,466.58,66.65,29.0,0.429,1,2,7,9,Europe-Africa,0.2,1,2025-06-11 08:58:33-07:00,2025-06-12 09:01:57-07:00,Small
tn8xedcb2rml5mcmuso6inpqt4ywtbbbrv,7,5,180.0,25.71,20.0,0.429,0,2,5,7,Europe-Africa,0.2,1,2025-06-11 22:22:15-07:00,2025-06-12 07:14:57-07:00,Small
tn8qemy4ihnnb6ki8inyvevsnse6gmxh3g,7,6,418.46,59.78,33.92,0.286,1,2,6,8,Europe-Africa,0.167,1,2025-06-11 08:33:21-07:00,2025-06-12 08:33:36-07:00,Small
tqdjcobosayeqwjxv7vkcz9q78ckzdhkt3,7,5,234.64,33.52,36.94,0.286,1,2,5,13,Europe-Africa,0.4,2,2025-06-11 12:49:27-07:00,2025-06-12 13:04:27-07:00,Small
tyfx2ixwiesa2tkw7r6awzhfy699999999,7,7,489.0,69.86,50.0,0.143,0,2,6,6,Asia-Pacific,0.0,0,2025-06-11 08:17:27-07:00,2025-06-12 07:06:21-07:00,Small
tqhthu4qszoezf7wctqwwpzsc3bfq2jdtj,7,5,488.85,69.84,79.0,0.286,0,2,5,6,Asia-Pacific,0.4,2,2025-06-11 12:15:48-07:00,2025-06-12 06:13:21-07:00,Small
tqh5nc6ytungwfid3w6iz1k83q8cetj7h3,7,7,195.24,27.89,13.95,0.143,1,2,7,12,Europe-Africa,0.0,0,2025-06-11 11:18:03-07:00,2025-06-12 12:43:24-07:00,Small
tmtntyd1vuvhgwsplykxkrbvrnt6gy6fqv,7,6,688.88,98.41,84.0,0.286,0,2,6,2,Asia-Pacific,0.167,1,2025-06-11 11:13:24-07:00,2025-06-12 09:06:36-07:00,Small
tqexzguxwtnskjknv3dx8rdoy76l8txxxx,7,7,346.0,49.43,50.0,0.143,0,2,6,8,Europe-Africa,0.0,0,2025-06-11 11:37:51-07:00,2025-06-12 08:50:39-07:00,Small
tqerkkt3xszjurhxsqfyb92t8veubr2h8x,7,6,582.6,83.23,84.0,0.286,1,2,5,10,Europe-Africa,0.167,1,2025-06-11 10:07:42-07:00,2025-06-12 10:13:54-07:00,Small
tgngcdgouyhsltpvkrqubfn2wmzkmeecak,7,7,443.0,63.29,59.0,0.143,1,2,5,9,Europe-Africa,0.0,0,2025-06-11 07:57:03-07:00,2025-06-12 09:57:51-07:00,Small
tdfwk2icnigzwaqidezdngcu7p4zvuvo6j,7,7,173.0,24.71,30.0,0.143,0,2,6,3,Asia-Pacific,0.0,0,2025-06-11 11:26:39-07:00,2025-06-12 09:24:54-07:00,Small
twha6mybunhcsyatygulwqxzye66666666,7,7,295.0,42.14,40.0,0.143,0,2,6,5,Asia-Pacific,0.0,0,2025-06-11 13:40:15-07:00,2025-06-12 11:34:24-07:00,Small
twgypad1tw25kkqchyz1aycrjsqhjxu8gt,7,7,632.67,90.38,69.0,0.143,0,2,5,6,Asia-Pacific,0.0,0,2025-06-11 20:54:24-07:00,2025-06-12 06:41:51-07:00,Small
twfsuoe6wrtpfkhpukls7j6vka5c89n38d,7,5,242.0,34.57,30.0,0.286,0,2,6,9,Europe-Africa,0.4,2,2025-06-11 14:16:48-07:00,2025-06-12 12:32:57-07:00,Small
tgygzgjlb4ixt3rm58aedwf78fyrpvz1o2,7,5,243.0,34.71,24.0,0.429,1,2,7,12,Europe-Africa,0.2,1,2025-06-11 08:13:30-07:00,2025-06-12 12:45:39-07:00,Small
tgx61sltybwexqy5icdphkyed6venvym5h,7,5,633.0,90.43,84.0,0.429,0,2,6,2,Asia-Pacific,0.2,1,2025-06-11 08:32:21-07:00,2025-06-12 07:14:12-07:00,Small
tgm7ic1ccrxymj64rv1sdblzumsd5pduhl,7,5,639.16,91.31,111.24,0.286,1,2,6,7,Europe-Africa,0.4,2,2025-06-11 07:43:57-07:00,2025-06-12 10:50:06-07:00,Small
ttx1b7gzecpdnxycce9g4986pqw5xrhbg9,7,7,91.71,13.1,12.52,0.143,1,2,5,7,Europe-Africa,0.0,0,2025-06-11 07:53:30-07:00,2025-06-12 10:16:21-07:00,Small
tgqh76pbslctjy7y1fz4bhwvqzepz48cov,7,6,290.14,41.45,30.74,0.286,1,2,6,7,Europe-Africa,0.167,1,2025-06-11 07:40:57-07:00,2025-06-12 10:16:54-07:00,Small
tdekedrmwy435rfir49rg2kqcujv4zxvkq,7,5,505.0,72.14,65.0,0.429,0,2,4,7,Europe-Africa,0.2,1,2025-06-11 07:50:12-07:00,2025-06-12 07:27:54-07:00,Small
td7jkvqwp1r8eyjxhfpmdpxgcfmjssssss,7,5,91.0,13.0,10.0,0.429,1,2,6,3,Asia-Pacific,0.2,1,2025-06-11 07:46:24-07:00,2025-06-12 10:02:42-07:00,Small
td5khyqx7gu256ebr6qfqrv9gipxjcumj8,7,5,528.37,75.48,29.89,0.286,1,2,6,11,Europe-Africa,0.4,2,2025-06-11 09:30:12-07:00,2025-06-12 13:26:48-07:00,Small
td4kxba8j3ss6ncxzfke4vd7fghulnvbxh,7,7,344.59,49.23,53.69,0.143,0,2,3,7,Europe-Africa,0.0,0,2025-06-11 08:31:00-07:00,2025-06-12 07:28:27-07:00,Small
twjzkxs93hcv78yalssqwgjtyzzyeumubp,7,6,372.0,53.14,50.0,0.286,0,2,5,3,Asia-Pacific,0.167,1,2025-06-11 21:38:12-07:00,2025-06-12 04:37:57-07:00,Small
twjnmybhhjjk2nmnda25hcovzmd7777777,7,7,80.0,11.43,10.0,0.143,0,2,5,7,Europe-Africa,0.0,0,2025-06-11 16:50:12-07:00,2025-06-12 07:26:30-07:00,Small
tqjzmcr3lyjaavmdpysdnln1yvtg3u1mtz,7,7,632.3,90.33,19.08,0.143,0,2,7,5,Asia-Pacific,0.0,0,2025-06-11 09:03:18-07:00,2025-06-12 05:25:39-07:00,Small
tmkttfbujtb98ybisvdeknqb2555555555,7,6,177.49,25.36,17.66,0.286,0,2,4,8,Europe-Africa,0.167,1,2025-06-11 08:19:54-07:00,2025-06-12 08:17:15-07:00,Small
tmkmqkrrl3ghyuasj3h7tdb247i7chfpdj,7,7,468.0,66.86,75.0,0.143,0,2,6,23,Asia-Pacific,0.0,0,2025-06-11 07:44:36-07:00,2025-06-12 05:03:18-07:00,Small
tayzfyiyjj4tljlpgdk7pqgrk9ze1rtk8u,7,5,285.5,40.79,29.5,0.429,1,2,5,11,Europe-Africa,0.2,1,2025-06-11 11:10:57-07:00,2025-06-12 11:20:12-07:00,Small
taxufy8gpetpgsdrdepgywp4jle1rqr4jc,7,6,494.7,70.67,10.0,0.286,1,2,6,8,Europe-Africa,0.167,1,2025-06-11 08:37:27-07:00,2025-06-12 10:20:06-07:00,Small
tttbbqg5zggtmqknyh4mzz2ajvratfyk8x,7,6,281.0,40.14,35.0,0.286,1,2,6,3,Asia-Pacific,0.167,1,2025-06-11 08:49:15-07:00,2025-06-12 11:12:45-07:00,Small
ttsc6k9vggv3shfcuwtrwkgwa3unwrdzzv,7,7,358.7,51.24,48.0,0.143,0,1,4,2,Asia-Pacific,0.0,0,2025-06-12 02:16:06-07:00,2025-06-12 06:18:30-07:00,Small
th1csgjbovy4fzshrvmudfqptfu14xn4z1,7,5,176.46,25.21,19.65,0.286,1,2,5,12,Europe-Africa,0.4,2,2025-06-11 12:20:06-07:00,2025-06-12 13:25:42-07:00,Small
tgzegvhsjh6wsbncmxwh373tzb44k6rec2,7,5,688.95,98.42,99.0,0.286,1,2,7,12,Europe-Africa,0.4,2,2025-06-11 08:55:45-07:00,2025-06-12 12:11:06-07:00,Small
ttr8me2bqqnzpctnjc7uhrchmjpq652i1v,7,7,217.25,31.04,28.75,0.143,1,2,7,11,Europe-Africa,0.0,0,2025-06-11 07:51:12-07:00,2025-06-12 11:31:51-07:00,Small
tmpipwgbsw2s48791hckc9tm31zzhn7vcd,7,5,207.32,29.62,20.11,0.429,1,2,5,14,Americas,0.2,1,2025-06-11 08:04:48-07:00,2025-06-12 11:12:33-07:00,Small
tmmkgmb7uqzp9jz4loysqdajfrrmp3xzkm,7,5,479.4,68.49,68.0,0.429,0,2,5,1,Asia-Pacific,0.2,1,2025-06-11 07:40:57-07:00,2025-06-12 03:37:27-07:00,Small
tmeyyukyks91jwfjmxruqjvf55mjuwvfbm,7,7,339.0,48.43,30.0,0.143,1,2,7,9,Europe-Africa,0.0,0,2025-06-11 08:04:24-07:00,2025-06-12 09:48:54-07:00,Small
tqoinnkiigzazydrrbp62lvkmkkdlxqdjv,7,6,168.1,24.01,26.74,0.286,0,2,5,12,Europe-Africa,0.167,1,2025-06-11 12:12:39-07:00,2025-06-12 12:02:24-07:00,Small
tqny7eyswnhfbbcofzinapxzb4ikvkteyq,7,6,254.0,36.29,30.0,0.286,0,2,6,18,Americas,0.167,1,2025-06-11 18:18:06-07:00,2025-06-12 06:14:00-07:00,Small
tqnab7iirmc453urxecj7dfgnnntn3npzd,7,6,380.0,54.29,20.0,0.286,0,2,6,8,Europe-Africa,0.167,1,2025-06-11 08:27:21-07:00,2025-06-12 04:37:54-07:00,Small
tmhpbp6jhowk3xwfe1zvcdutkmz8s3skhx,7,7,325.0,46.43,19.0,0.143,0,2,6,9,Europe-Africa,0.0,0,2025-06-11 23:12:33-07:00,2025-06-12 09:20:48-07:00,Small
tqkykakmkdmqom6pxzfzaeabf6avuzzj6m,7,7,261.88,37.41,26.98,0.143,1,2,4,12,Europe-Africa,0.0,0,2025-06-11 08:08:57-07:00,2025-06-12 12:21:48-07:00,Small
th4qn7qt1zwnprdnvnvwchduacz3gavjd8,7,6,232.25,33.18,30.1,0.286,0,1,2,6,Asia-Pacific,0.167,1,2025-06-12 05:24:42-07:00,2025-06-12 06:40:18-07:00,Small
th4n5qhsvu3tsgxxzexweiantrvn6twwa4,7,5,307.13,43.88,34.5,0.286,0,2,6,7,Europe-Africa,0.4,2,2025-06-11 08:02:30-07:00,2025-06-12 07:57:54-07:00,Small
tda7xluyvre18djopaapjddm4jx4744444,7,7,150.0,21.43,20.0,0.143,0,2,6,9,Europe-Africa,0.0,0,2025-06-11 15:17:51-07:00,2025-06-12 09:39:21-07:00,Small
